run_ts_ist,location,lat,lon,line,obs_time,precip_mm,rain_mm,source
2026-07-03 02:40:31,Matunga,19.027,72.852,CR-hotspot,2026-07-03T02:30,0.8,0.1,open-meteo
2026-07-03 04:04:55,Churchgate,18.935,72.827,WR,2026-07-03T04:00,0.2,0.1,open-meteo
2026-07-03 04:04:55,Dadar,19.018,72.844,WR/CR,2026-07-03T04:00,0.2,0.1,open-meteo
2026-07-03 04:04:55,Andheri,19.119,72.846,WR,2026-07-03T04:00,0.2,0.0,open-meteo
2026-07-03 04:04:55,Borivali,19.231,72.857,WR,2026-07-03T04:00,0.9,0.1,open-meteo
2026-07-03 04:04:55,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-03 04:04:55,CSMT,18.94,72.835,CR,2026-07-03T04:00,0.2,0.1,open-meteo
2026-07-03 04:04:55,Sion,19.043,72.862,CR-hotspot,2026-07-03T04:00,0.2,0.1,open-meteo
2026-07-03 04:04:55,Kurla,19.065,72.879,CR-hotspot,2026-07-03T04:00,0.2,0.0,open-meteo
2026-07-03 04:04:55,Thane,19.186,72.975,CR,2026-07-03T04:00,0.4,0.2,open-meteo
2026-07-03 04:04:55,Kalyan,19.243,73.13,CR,2026-07-03T04:00,0.3,0.1,open-meteo
2026-07-03 04:04:55,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-03 04:04:55,Matunga,19.027,72.852,CR-hotspot,2026-07-03T04:00,0.2,0.1,open-meteo
2026-07-03 05:26:56,Churchgate,18.935,72.827,WR,2026-07-03T05:15,0.7,0.1,open-meteo
2026-07-03 05:26:56,Dadar,19.018,72.844,WR/CR,2026-07-03T05:15,0.7,0.1,open-meteo
2026-07-03 05:26:56,Andheri,19.119,72.846,WR,2026-07-03T05:15,0.5,0.2,open-meteo
2026-07-03 05:26:56,Borivali,19.231,72.857,WR,2026-07-03T05:15,1.1,0.3,open-meteo
2026-07-03 05:26:56,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-03 05:26:56,CSMT,18.94,72.835,CR,2026-07-03T05:15,0.7,0.1,open-meteo
2026-07-03 05:26:56,Sion,19.043,72.862,CR-hotspot,2026-07-03T05:15,0.7,0.1,open-meteo
2026-07-03 05:26:56,Kurla,19.065,72.879,CR-hotspot,2026-07-03T05:15,0.5,0.2,open-meteo
2026-07-03 05:26:56,Thane,19.186,72.975,CR,2026-07-03T05:15,0.6,0.2,open-meteo
2026-07-03 05:26:56,Kalyan,19.243,73.13,CR,2026-07-03T05:15,0.4,0.1,open-meteo
2026-07-03 05:26:56,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-03 05:26:56,Matunga,19.027,72.852,CR-hotspot,2026-07-03T05:30,0.7,0.1,open-meteo
2026-07-03 08:07:21,Churchgate,18.935,72.827,WR,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 08:07:21,Dadar,19.018,72.844,WR/CR,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 08:07:21,Andheri,19.119,72.846,WR,2026-07-03T08:00,0.6,0.2,open-meteo
2026-07-03 08:07:21,Borivali,19.231,72.857,WR,2026-07-03T08:00,0.2,0.1,open-meteo
2026-07-03 08:07:21,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-03 08:07:21,CSMT,18.94,72.835,CR,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 08:07:21,Sion,19.043,72.862,CR-hotspot,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 08:07:21,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-03 08:07:21,Thane,19.186,72.975,CR,2026-07-03T08:00,0.2,0.1,open-meteo
2026-07-03 08:07:21,Kalyan,19.243,73.13,CR,2026-07-03T08:00,0.2,0.1,open-meteo
2026-07-03 08:07:21,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 08:07:21,Matunga,19.027,72.852,CR-hotspot,2026-07-03T08:00,0.7,0.5,open-meteo
2026-07-03 11:53:05,Churchgate,18.935,72.827,WR,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Dadar,19.018,72.844,WR/CR,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Andheri,19.119,72.846,WR,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Borivali,19.231,72.857,WR,2026-07-03T11:45,0.2,0.0,open-meteo
2026-07-03 11:53:05,Virar,19.455,72.811,WR,2026-07-03T11:45,0.2,0.1,open-meteo
2026-07-03 11:53:05,CSMT,18.94,72.835,CR,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Sion,19.043,72.862,CR-hotspot,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Kurla,19.065,72.879,CR-hotspot,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Thane,19.186,72.975,CR,2026-07-03T11:45,0.3,0.1,open-meteo
2026-07-03 11:53:05,Kalyan,19.243,73.13,CR,2026-07-03T11:45,0.4,0.1,open-meteo
2026-07-03 11:53:05,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 11:53:05,Matunga,19.027,72.852,CR-hotspot,2026-07-03T11:45,0.6,0.2,open-meteo
2026-07-03 15:10:14,Churchgate,18.935,72.827,WR,2026-07-03T15:00,0.4,0.1,open-meteo
2026-07-03 15:10:14,Dadar,19.018,72.844,WR/CR,2026-07-03T15:00,0.4,0.1,open-meteo
2026-07-03 15:10:14,Andheri,19.119,72.846,WR,2026-07-03T15:00,0.2,0.1,open-meteo
2026-07-03 15:10:14,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-03 15:10:14,Virar,19.455,72.811,WR,2026-07-03T15:00,0.5,0.4,open-meteo
2026-07-03 15:10:14,CSMT,18.94,72.835,CR,2026-07-03T15:00,0.4,0.1,open-meteo
2026-07-03 15:10:14,Sion,19.043,72.862,CR-hotspot,2026-07-03T15:00,0.4,0.1,open-meteo
2026-07-03 15:10:14,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-03 15:10:14,Thane,19.186,72.975,CR,2026-07-03T15:00,0.3,0.2,open-meteo
2026-07-03 15:10:14,Kalyan,19.243,73.13,CR,2026-07-03T15:00,0.2,0.1,open-meteo
2026-07-03 15:10:14,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-03T15:00,0.4,0.1,open-meteo
2026-07-03 15:10:14,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-03 17:31:49,Churchgate,18.935,72.827,WR,2026-07-03T17:30,1.3,0.3,open-meteo
2026-07-03 17:31:49,Dadar,19.018,72.844,WR/CR,2026-07-03T17:30,1.3,0.3,open-meteo
2026-07-03 17:31:49,Andheri,19.119,72.846,WR,2026-07-03T17:30,0.8,0.2,open-meteo
2026-07-03 17:31:49,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-03 17:31:49,Virar,19.455,72.811,WR,2026-07-03T17:30,0.4,0.3,open-meteo
2026-07-03 17:31:49,CSMT,18.94,72.835,CR,2026-07-03T17:30,1.3,0.3,open-meteo
2026-07-03 17:31:49,Sion,19.043,72.862,CR-hotspot,2026-07-03T17:30,1.3,0.3,open-meteo
2026-07-03 17:31:49,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-03 17:31:49,Thane,19.186,72.975,CR,2026-07-03T17:30,0.6,0.3,open-meteo
2026-07-03 17:31:49,Kalyan,19.243,73.13,CR,2026-07-03T17:30,0.5,0.3,open-meteo
2026-07-03 17:31:49,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-03T17:30,1.3,0.3,open-meteo
2026-07-03 17:31:49,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-03 20:08:04,Churchgate,18.935,72.827,WR,2026-07-03T20:00,0.7,0.1,open-meteo
2026-07-03 20:08:04,Dadar,19.018,72.844,WR/CR,2026-07-03T20:00,0.7,0.1,open-meteo
2026-07-03 20:08:04,Andheri,19.119,72.846,WR,2026-07-03T20:00,0.5,0.2,open-meteo
2026-07-03 20:08:04,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-03 20:08:04,Virar,19.455,72.811,WR,2026-07-03T20:00,0.5,0.3,open-meteo
2026-07-03 20:08:04,CSMT,18.94,72.835,CR,2026-07-03T20:00,0.7,0.1,open-meteo
2026-07-03 20:08:04,Sion,19.043,72.862,CR-hotspot,2026-07-03T20:00,0.7,0.1,open-meteo
2026-07-03 20:08:04,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-03 20:08:04,Thane,19.186,72.975,CR,2026-07-03T20:00,0.5,0.1,open-meteo
2026-07-03 20:08:04,Kalyan,19.243,73.13,CR,2026-07-03T20:00,0.8,0.3,open-meteo
2026-07-03 20:08:04,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-03T20:00,0.7,0.1,open-meteo
2026-07-03 20:08:04,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-03 21:49:41,Churchgate,18.935,72.827,WR,2026-07-03T21:45,0.6,0.3,open-meteo
2026-07-03 21:49:41,Dadar,19.018,72.844,WR/CR,2026-07-03T21:45,0.6,0.3,open-meteo
2026-07-03 21:49:41,Andheri,19.119,72.846,WR,2026-07-03T21:45,0.7,0.3,open-meteo
2026-07-03 21:49:41,Borivali,19.231,72.857,WR,2026-07-03T21:45,0.5,0.3,open-meteo
2026-07-03 21:49:41,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-03 21:49:41,CSMT,18.94,72.835,CR,2026-07-03T21:45,0.6,0.3,open-meteo
2026-07-03 21:49:41,Sion,19.043,72.862,CR-hotspot,2026-07-03T21:45,0.6,0.3,open-meteo
2026-07-03 21:49:41,Kurla,19.065,72.879,CR-hotspot,2026-07-03T21:45,0.7,0.3,open-meteo
2026-07-03 21:49:41,Thane,19.186,72.975,CR,2026-07-03T21:45,0.5,0.2,open-meteo
2026-07-03 21:49:41,Kalyan,19.243,73.13,CR,2026-07-03T21:45,0.3,0.0,open-meteo
2026-07-03 21:49:41,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-03 21:49:41,Matunga,19.027,72.852,CR-hotspot,2026-07-03T21:45,0.6,0.3,open-meteo
2026-07-03 23:24:52,Churchgate,18.935,72.827,WR,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-03 23:24:52,Dadar,19.018,72.844,WR/CR,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-03 23:24:52,Andheri,19.119,72.846,WR,2026-07-03T23:15,0.6,0.2,open-meteo
2026-07-03 23:24:52,Borivali,19.231,72.857,WR,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-03 23:24:52,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-03 23:24:52,CSMT,18.94,72.835,CR,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-03 23:24:52,Sion,19.043,72.862,CR-hotspot,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-03 23:24:52,Kurla,19.065,72.879,CR-hotspot,2026-07-03T23:15,0.6,0.2,open-meteo
2026-07-03 23:24:52,Thane,19.186,72.975,CR,2026-07-03T23:15,0.6,0.2,open-meteo
2026-07-03 23:24:52,Kalyan,19.243,73.13,CR,2026-07-03T23:15,0.4,0.2,open-meteo
2026-07-03 23:24:52,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-03 23:24:52,Matunga,19.027,72.852,CR-hotspot,2026-07-03T23:15,0.5,0.2,open-meteo
2026-07-04 00:34:37,Churchgate,18.935,72.827,WR,2026-07-04T00:30,0.5,0.1,open-meteo
2026-07-04 00:34:37,Dadar,19.018,72.844,WR/CR,2026-07-04T00:30,0.5,0.1,open-meteo
2026-07-04 00:34:37,Andheri,19.119,72.846,WR,2026-07-04T00:30,0.6,0.2,open-meteo
2026-07-04 00:34:37,Borivali,19.231,72.857,WR,2026-07-04T00:30,0.5,0.2,open-meteo
2026-07-04 00:34:37,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 00:34:37,CSMT,18.94,72.835,CR,2026-07-04T00:30,0.5,0.1,open-meteo
2026-07-04 00:34:37,Sion,19.043,72.862,CR-hotspot,2026-07-04T00:30,0.5,0.1,open-meteo
2026-07-04 00:34:37,Kurla,19.065,72.879,CR-hotspot,2026-07-04T00:30,0.6,0.2,open-meteo
2026-07-04 00:34:37,Thane,19.186,72.975,CR,2026-07-04T00:30,0.5,0.2,open-meteo
2026-07-04 00:34:37,Kalyan,19.243,73.13,CR,2026-07-04T00:30,0.6,0.3,open-meteo
2026-07-04 00:34:37,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 00:34:37,Matunga,19.027,72.852,CR-hotspot,2026-07-04T00:30,0.5,0.1,open-meteo
2026-07-04 02:06:01,Churchgate,18.935,72.827,WR,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 02:06:01,Dadar,19.018,72.844,WR/CR,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 02:06:01,Andheri,19.119,72.846,WR,2026-07-04T02:00,3.3,0.7,open-meteo
2026-07-04 02:06:01,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 02:06:01,Virar,19.455,72.811,WR,2026-07-04T02:00,1.4,0.5,open-meteo
2026-07-04 02:06:01,CSMT,18.94,72.835,CR,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 02:06:01,Sion,19.043,72.862,CR-hotspot,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 02:06:01,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 02:06:01,Thane,19.186,72.975,CR,2026-07-04T02:00,1.6,0.7,open-meteo
2026-07-04 02:06:01,Kalyan,19.243,73.13,CR,2026-07-04T02:00,1.0,0.3,open-meteo
2026-07-04 02:06:01,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 02:06:01,Matunga,19.027,72.852,CR-hotspot,2026-07-04T02:00,3.8,0.7,open-meteo
2026-07-04 03:28:38,Churchgate,18.935,72.827,WR,2026-07-04T03:15,2.6,0.9,open-meteo
2026-07-04 03:28:38,Dadar,19.018,72.844,WR/CR,2026-07-04T03:15,2.6,0.9,open-meteo
2026-07-04 03:28:38,Andheri,19.119,72.846,WR,2026-07-04T03:15,3.2,0.9,open-meteo
2026-07-04 03:28:38,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 03:28:38,Virar,19.455,72.811,WR,2026-07-04T03:15,3.1,0.7,open-meteo
2026-07-04 03:28:38,CSMT,18.94,72.835,CR,2026-07-04T03:30,2.6,0.9,open-meteo
2026-07-04 03:28:38,Sion,19.043,72.862,CR-hotspot,2026-07-04T03:30,2.6,0.9,open-meteo
2026-07-04 03:28:38,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 03:28:38,Thane,19.186,72.975,CR,2026-07-04T03:30,1.4,0.7,open-meteo
2026-07-04 03:28:38,Kalyan,19.243,73.13,CR,2026-07-04T03:30,1.3,0.6,open-meteo
2026-07-04 03:28:38,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T03:30,2.6,0.9,open-meteo
2026-07-04 03:28:38,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-04 04:35:39,Churchgate,18.935,72.827,WR,2026-07-04T04:30,3.0,1.3,open-meteo
2026-07-04 04:35:39,Dadar,19.018,72.844,WR/CR,2026-07-04T04:30,3.0,1.3,open-meteo
2026-07-04 04:35:39,Andheri,19.119,72.846,WR,2026-07-04T04:30,3.0,1.4,open-meteo
2026-07-04 04:35:39,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 04:35:39,Virar,19.455,72.811,WR,2026-07-04T04:30,3.2,0.9,open-meteo
2026-07-04 04:35:39,CSMT,18.94,72.835,CR,2026-07-04T04:30,3.0,1.3,open-meteo
2026-07-04 04:35:39,Sion,19.043,72.862,CR-hotspot,2026-07-04T04:30,3.0,1.3,open-meteo
2026-07-04 04:35:39,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 04:35:39,Thane,19.186,72.975,CR,2026-07-04T04:30,1.3,0.6,open-meteo
2026-07-04 04:35:39,Kalyan,19.243,73.13,CR,2026-07-04T04:30,0.7,0.2,open-meteo
2026-07-04 04:35:39,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T04:30,3.0,1.3,open-meteo
2026-07-04 04:35:39,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-04 06:35:21,Churchgate,18.935,72.827,WR,,,,open-meteo-ERR
2026-07-04 06:35:21,Dadar,19.018,72.844,WR/CR,,,,open-meteo-ERR
2026-07-04 06:35:21,Andheri,19.119,72.846,WR,,,,open-meteo-ERR
2026-07-04 06:35:21,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 06:35:21,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 06:35:21,CSMT,18.94,72.835,CR,,,,open-meteo-ERR
2026-07-04 06:35:21,Sion,19.043,72.862,CR-hotspot,,,,open-meteo-ERR
2026-07-04 06:35:21,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 06:35:21,Thane,19.186,72.975,CR,,,,open-meteo-ERR
2026-07-04 06:35:21,Kalyan,19.243,73.13,CR,,,,open-meteo-ERR
2026-07-04 06:35:21,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 06:35:21,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-04 10:32:10,Churchgate,18.935,72.827,WR,2026-07-04T10:30,2.1,1.0,open-meteo
2026-07-04 10:32:10,Dadar,19.018,72.844,WR/CR,2026-07-04T10:30,2.1,1.0,open-meteo
2026-07-04 10:32:10,Andheri,19.119,72.846,WR,2026-07-04T10:30,2.3,1.1,open-meteo
2026-07-04 10:32:10,Borivali,19.231,72.857,WR,2026-07-04T10:30,3.1,0.7,open-meteo
2026-07-04 10:32:10,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 10:32:10,CSMT,18.94,72.835,CR,2026-07-04T10:30,2.1,1.0,open-meteo
2026-07-04 10:32:10,Sion,19.043,72.862,CR-hotspot,2026-07-04T10:30,2.1,1.0,open-meteo
2026-07-04 10:32:10,Kurla,19.065,72.879,CR-hotspot,2026-07-04T10:30,2.3,1.1,open-meteo
2026-07-04 10:32:10,Thane,19.186,72.975,CR,2026-07-04T10:30,1.4,0.7,open-meteo
2026-07-04 10:32:10,Kalyan,19.243,73.13,CR,2026-07-04T10:30,1.3,0.6,open-meteo
2026-07-04 10:32:10,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 10:32:10,Matunga,19.027,72.852,CR-hotspot,2026-07-04T10:30,2.1,1.0,open-meteo
2026-07-04 13:38:16,Churchgate,18.935,72.827,WR,2026-07-04T13:30,2.1,1.0,open-meteo
2026-07-04 13:38:16,Dadar,19.018,72.844,WR/CR,2026-07-04T13:30,2.1,1.0,open-meteo
2026-07-04 13:38:16,Andheri,19.119,72.846,WR,2026-07-04T13:30,2.4,1.1,open-meteo
2026-07-04 13:38:16,Borivali,19.231,72.857,WR,2026-07-04T13:30,2.6,1.1,open-meteo
2026-07-04 13:38:16,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 13:38:16,CSMT,18.94,72.835,CR,2026-07-04T13:30,2.1,1.0,open-meteo
2026-07-04 13:38:16,Sion,19.043,72.862,CR-hotspot,2026-07-04T13:30,2.1,1.0,open-meteo
2026-07-04 13:38:16,Kurla,19.065,72.879,CR-hotspot,2026-07-04T13:30,2.4,1.1,open-meteo
2026-07-04 13:38:16,Thane,19.186,72.975,CR,2026-07-04T13:30,1.8,0.7,open-meteo
2026-07-04 13:38:16,Kalyan,19.243,73.13,CR,2026-07-04T13:30,1.9,0.6,open-meteo
2026-07-04 13:38:16,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 13:38:16,Matunga,19.027,72.852,CR-hotspot,2026-07-04T13:30,2.1,1.0,open-meteo
2026-07-04 16:00:43,Churchgate,18.935,72.827,WR,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 16:00:43,Dadar,19.018,72.844,WR/CR,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 16:00:43,Andheri,19.119,72.846,WR,2026-07-04T16:00,1.3,0.6,open-meteo
2026-07-04 16:00:43,Borivali,19.231,72.857,WR,2026-07-04T16:00,1.6,0.7,open-meteo
2026-07-04 16:00:43,Virar,19.455,72.811,WR,2026-07-04T16:00,0.5,0.2,open-meteo
2026-07-04 16:00:43,CSMT,18.94,72.835,CR,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 16:00:43,Sion,19.043,72.862,CR-hotspot,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 16:00:43,Kurla,19.065,72.879,CR-hotspot,2026-07-04T16:00,1.3,0.6,open-meteo
2026-07-04 16:00:43,Thane,19.186,72.975,CR,2026-07-04T16:00,0.8,0.4,open-meteo
2026-07-04 16:00:43,Kalyan,19.243,73.13,CR,,,,open-meteo-ERR
2026-07-04 16:00:43,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 16:00:43,Matunga,19.027,72.852,CR-hotspot,2026-07-04T16:00,1.2,0.5,open-meteo
2026-07-04 17:32:00,Churchgate,18.935,72.827,WR,2026-07-04T17:30,1.1,0.5,open-meteo
2026-07-04 17:32:00,Dadar,19.018,72.844,WR/CR,2026-07-04T17:30,1.1,0.5,open-meteo
2026-07-04 17:32:00,Andheri,19.119,72.846,WR,2026-07-04T17:30,1.2,0.6,open-meteo
2026-07-04 17:32:00,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 17:32:00,Virar,19.455,72.811,WR,2026-07-04T17:30,0.7,0.7,open-meteo
2026-07-04 17:32:00,CSMT,18.94,72.835,CR,2026-07-04T17:30,1.1,0.5,open-meteo
2026-07-04 17:32:00,Sion,19.043,72.862,CR-hotspot,2026-07-04T17:30,1.1,0.5,open-meteo
2026-07-04 17:32:00,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 17:32:00,Thane,19.186,72.975,CR,2026-07-04T17:30,0.8,0.5,open-meteo
2026-07-04 17:32:00,Kalyan,19.243,73.13,CR,2026-07-04T17:30,0.5,0.2,open-meteo
2026-07-04 17:32:00,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T17:30,1.1,0.5,open-meteo
2026-07-04 17:32:00,Matunga,19.027,72.852,CR-hotspot,,,,open-meteo-ERR
2026-07-04 19:36:37,Churchgate,18.935,72.827,WR,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 19:36:37,Dadar,19.018,72.844,WR/CR,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 19:36:37,Andheri,19.119,72.846,WR,2026-07-04T19:30,0.7,0.3,open-meteo
2026-07-04 19:36:37,Borivali,19.231,72.857,WR,,,,open-meteo-ERR
2026-07-04 19:36:37,Virar,19.455,72.811,WR,2026-07-04T19:30,0.5,0.3,open-meteo
2026-07-04 19:36:37,CSMT,18.94,72.835,CR,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 19:36:37,Sion,19.043,72.862,CR-hotspot,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 19:36:37,Kurla,19.065,72.879,CR-hotspot,,,,open-meteo-ERR
2026-07-04 19:36:37,Thane,19.186,72.975,CR,2026-07-04T19:30,0.3,0.2,open-meteo
2026-07-04 19:36:37,Kalyan,19.243,73.13,CR,2026-07-04T19:30,0.2,0.1,open-meteo
2026-07-04 19:36:37,Chunnabhatti,19.046,72.875,Harbour-hotspot,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 19:36:37,Matunga,19.027,72.852,CR-hotspot,2026-07-04T19:30,1.0,0.3,open-meteo
2026-07-04 21:09:09,Churchgate,18.935,72.827,WR,2026-07-04T21:00,1.2,0.2,open-meteo
2026-07-04 21:09:09,Dadar,19.018,72.844,WR/CR,2026-07-04T21:00,1.2,0.2,open-meteo
2026-07-04 21:09:09,Andheri,19.119,72.846,WR,2026-07-04T21:00,0.9,0.2,open-meteo
2026-07-04 21:09:09,Borivali,19.231,72.857,WR,2026-07-04T21:00,2.0,0.7,open-meteo
2026-07-04 21:09:09,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 21:09:09,CSMT,18.94,72.835,CR,2026-07-04T21:00,1.2,0.2,open-meteo
2026-07-04 21:09:09,Sion,19.043,72.862,CR-hotspot,2026-07-04T21:00,1.2,0.2,open-meteo
2026-07-04 21:09:09,Kurla,19.065,72.879,CR-hotspot,2026-07-04T21:00,0.9,0.2,open-meteo
2026-07-04 21:09:09,Thane,19.186,72.975,CR,2026-07-04T21:00,1.3,0.7,open-meteo
2026-07-04 21:09:09,Kalyan,19.243,73.13,CR,2026-07-04T21:00,0.9,0.5,open-meteo
2026-07-04 21:09:09,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 21:09:09,Matunga,19.027,72.852,CR-hotspot,2026-07-04T21:00,1.2,0.2,open-meteo
2026-07-04 22:25:09,Churchgate,18.935,72.827,WR,2026-07-04T22:15,1.7,0.6,open-meteo
2026-07-04 22:25:09,Dadar,19.018,72.844,WR/CR,2026-07-04T22:15,1.7,0.6,open-meteo
2026-07-04 22:25:09,Andheri,19.119,72.846,WR,2026-07-04T22:15,1.9,0.7,open-meteo
2026-07-04 22:25:09,Borivali,19.231,72.857,WR,2026-07-04T22:15,2.0,0.5,open-meteo
2026-07-04 22:25:09,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 22:25:09,CSMT,18.94,72.835,CR,2026-07-04T22:15,1.7,0.6,open-meteo
2026-07-04 22:25:09,Sion,19.043,72.862,CR-hotspot,2026-07-04T22:15,1.7,0.6,open-meteo
2026-07-04 22:25:09,Kurla,19.065,72.879,CR-hotspot,2026-07-04T22:15,1.9,0.7,open-meteo
2026-07-04 22:25:09,Thane,19.186,72.975,CR,2026-07-04T22:15,1.1,0.5,open-meteo
2026-07-04 22:25:09,Kalyan,19.243,73.13,CR,2026-07-04T22:15,0.8,0.3,open-meteo
2026-07-04 22:25:09,Chunnabhatti,19.046,72.875,Harbour-hotspot,,,,open-meteo-ERR
2026-07-04 22:25:09,Matunga,19.027,72.852,CR-hotspot,2026-07-04T22:15,1.7,0.6,open-meteo
2026-07-04 23:27:46,Churchgate,18.935,72.827,WR,2026-07-04T23:15,1.9,0.6,open-meteo
2026-07-04 23:27:46,Dadar,19.018,72.844,WR/CR,2026-07-04T23:15,1.9,0.6,open-meteo
2026-07-04 23:27:46,Andheri,19.119,72.846,WR,2026-07-04T23:15,1.3,0.6,open-meteo
2026-07-04 23:27:46,Borivali,19.231,72.857,WR,2026-07-04T23:15,1.5,0.6,open-meteo
2026-07-04 23:27:46,Virar,19.455,72.811,WR,,,,open-meteo-ERR
2026-07-04 23:27:46,CSMT,18.94,72.835,CR,2026-07-04T23:15,1.9,0.6,open-meteo
